Front	Back	Tags	Source
What is TCP keepalive?	TCP keepalive is a transport-level probe used to detect whether an idle TCP connection is still alive. It is not an HTTP performance feature and usually operates on much longer time scales.	system-design networking	High-Priority-System-Design.md; general system-design knowledge
How is HTTP keep-alive different from TCP keepalive?	HTTP keep-alive improves request efficiency by reusing a connection; TCP keepalive detects dead idle connections. One is application protocol behavior, the other is transport-level liveness probing.	system-design networking	High-Priority-System-Design.md; general system-design knowledge
What is an API gateway?	An API gateway is the front door for APIs, centralizing routing and cross-cutting policy such as authentication, rate limiting, request validation, logging, TLS termination, and response transformation. It is most useful when clients face many backend services.	system-design api-gateway	API Gateway.md
How is an API gateway used in a microservice architecture?	Clients call one public endpoint, the gateway authenticates and validates the request, applies policy, routes to the right service, and may normalize the response. Backend services should still enforce important authorization and trust boundaries.	system-design api-gateway	API Gateway.md; JSON Web Token.md
What is a load balancer?	A load balancer distributes client traffic across multiple backend instances so capacity, availability, and deployability improve beyond one server. It also performs health checks so unhealthy instances are removed from rotation.	system-design load-balancing	Load Balancing.md
How does a layer 4 load balancer route traffic?	A layer 4 load balancer routes TCP or UDP flows using IPs and ports without understanding HTTP semantics. It is a good fit for high-throughput traffic, TLS passthrough, and long-lived connections like WebSockets.	system-design load-balancing	Load Balancing.md; WebSockets.md; general system-design knowledge
How does a layer 7 load balancer route HTTP traffic?	A layer 7 load balancer understands HTTP and can route by host, path, headers, cookies, methods, or content. It is useful for API routing, canaries, redirects, WAF policy, and request-aware observability.	system-design load-balancing	Load Balancing.md; general system-design knowledge
What are sticky sessions?	Sticky sessions, or session affinity, route a client back to the same backend instance across requests. They can simplify local state handling, but weaken failover, autoscaling, rolling deploys, and even load distribution.	system-design load-balancing	Sticky Session.md; Load Balancing.md
What is a webhook?	A webhook is an HTTP callback where another system sends a POST to a URL you control when an event happens. It replaces wasteful polling for cross-organization event delivery.	system-design webhooks	Webhook.md
How should a webhook receiver handle an incoming webhook event?	Verify the signature, parse the event, deduplicate by event ID, persist receipt quickly, return 2xx, and process the work asynchronously. The receiver must tolerate retries, duplicates, out-of-order delivery, and replay.	system-design webhooks	Webhook.md; general system-design knowledge
What is a WebSocket?	A WebSocket is a long-lived full-duplex connection between client and server, usually starting as an HTTP upgrade and then carrying WebSocket frames over TCP. It is used for chat, collaboration, games, live dashboards, and bidirectional control.	system-design realtime	WebSockets.md
What operational concerns matter when running WebSockets at scale?	Track connection ownership, authenticate and refresh users, handle reconnects, apply backpressure, coordinate fanout through pub-sub or brokers, and drain connections during deploys. The hard part is stateful operations, not opening the socket.	system-design realtime	WebSockets.md; general system-design knowledge
What are Server-Sent Events?	Server-Sent Events is a browser standard for one-way server-to-client streaming over HTTP using `text/event-stream`. It is simpler than WebSockets when the client only needs to receive updates.	system-design realtime	Server-Sent Event.md
How does a server use SSE to stream events to a browser?	The server keeps an HTTP response open, sends newline-delimited events, includes event IDs when replay matters, and relies on browser reconnection. Use it for LLM token streams, progress updates, notifications, dashboards, and activity feeds.	system-design realtime	Server-Sent Event.md
How do SSE and WebSockets differ?	SSE is one-way server-to-client streaming over ordinary HTTP with built-in browser reconnection; WebSockets are bidirectional and lower-level after the upgrade. Use SSE for simple server push and WebSockets for two-way real-time interaction.	system-design realtime	Server-Sent Event.md; WebSockets.md
What system-design steps happen when a browser navigates to google.com?	The browser checks caches, resolves DNS, connects to a nearby IP, negotiates TCP or QUIC and TLS, sends an HTTP request, receives content from an edge or origin, then parses and fetches subresources. In system design, this question tests whether you can connect DNS, routing, TLS, HTTP, caching, and rendering.	system-design networking	High-Priority-System-Design.md; general system-design knowledge
What is offset pagination?	Offset pagination asks the database to skip N rows and return the next page, such as `LIMIT 50 OFFSET 150`. It is simple and supports page numbers, but gets slower for deep pages and can duplicate or miss rows when data changes.	system-design pagination	Pagination.md
What is cursor-based pagination?	Cursor pagination returns the next page after a stable position token, often based on `(created_at, id)` or another ordered key. It is better for large or changing datasets because it avoids scanning skipped rows and resists shifting pages.	system-design pagination	Pagination.md
What should be included in a cursor for cursor-based pagination?	A cursor should encode the sort key, a deterministic tie-breaker, direction, limit context, and sometimes filters or a signature to prevent tampering. The query must use the same stable ordering the cursor represents.	system-design pagination	Pagination.md; general system-design knowledge
How does cursor pagination differ from offset pagination?	Offset pagination identifies a page by row count, while cursor pagination identifies it by the last seen position in an ordered result. Offset is simpler for random access; cursor is usually better for feeds, logs, and large tables.	system-design pagination	Pagination.md
What is a B-tree index?	A B-tree index is a balanced ordered tree optimized for disk pages and range access. It is the default database index for equality lookups, range scans, uniqueness checks, and ordered queries on sortable values.	system-design indexing	B-Tree.md
How does a database use a B-tree index to answer a query?	The database traverses from root to leaf pages using indexed key order, then reads matching index entries and table rows. Because keys are sorted, the same structure supports `=`, `<`, `>`, `BETWEEN`, prefix-like order, and `ORDER BY`.	system-design indexing	B-Tree.md; general system-design knowledge
What is a clustered index?	A clustered index stores table rows physically or logically ordered by the index key, so the table data itself follows that access path. It speeds range reads on the clustering key but makes that key choice important for writes and secondary indexes.	system-design indexing	High-Priority-System-Design.md; general system-design knowledge
What is a composite index?	A composite index indexes multiple columns together in a defined order. It is useful when common queries filter or sort by those columns as a group, such as `(tenant_id, created_at)`.	system-design indexing	Composite Index.md; general system-design knowledge
Why does column order matter in a composite index?	The leading column controls the first sort grouping, so an index on `(user_id, created_at)` helps user-scoped recency queries. It usually cannot efficiently serve a query that only filters by `created_at`.	system-design indexing	Composite Index.md; general system-design knowledge
What is an R-tree index?	An R-tree is a spatial index that groups nearby objects using nested bounding rectangles. It is useful for points, lines, polygons, containment, intersection, and nearest-neighbor style spatial queries.	system-design geospatial	R-Tree.md
How does an R-tree speed up a geospatial query?	The database first searches bounding rectangles to discard most shapes, then performs exact geometry checks on the remaining candidates. This makes queries like nearby stores, delivery zones, and map intersections much cheaper.	system-design geospatial	R-Tree.md
What is a write-ahead log?	A write-ahead log records changes durably before the database modifies main data pages. After a crash, the database can replay committed log records and discard incomplete work.	system-design databases	Write-Ahead Log.md; general system-design knowledge
How can a write-ahead log be used beyond crash recovery?	A WAL can support replication, point-in-time recovery, change data capture, audit streams, and incremental backup. It is the durable ordered history that many downstream mechanisms consume.	system-design databases	Write-Ahead Log.md; Change Data Capture.md; Replication.md
What is replication?	Replication keeps copies of data on multiple nodes to improve availability, durability, read capacity, geographic locality, or disaster recovery. The main tradeoff is replication lag, conflict handling, and failover complexity.	system-design replication	Replication.md
How does leader-follower replication route reads and writes?	All writes go to a leader, then followers copy the leader's log and serve reads or stand by for failover. It is simple, but write throughput and freshest reads are constrained by the leader.	system-design replication	Replication.md
What is multi-leader replication?	Multi-leader replication allows writes to more than one leader, often in different regions. It improves write locality and availability, but creates conflict resolution problems when the same data is changed concurrently.	system-design replication	Replication.md
What is leaderless replication?	Leaderless replication lets clients read and write to multiple replicas directly, often using quorums. It avoids a single write leader but requires reconciliation, versioning, and careful consistency choices.	system-design replication	Replication.md
How does synchronous replication work?	Synchronous replication waits for one or more replicas to confirm a write before acknowledging the client. It improves durability and consistency at the cost of write latency and sometimes availability.	system-design replication	Replication.md
How does asynchronous replication work?	Asynchronous replication acknowledges the write after the primary accepts it, then sends it to replicas later. It improves latency and availability but allows lag and possible data loss on failover.	system-design replication	Replication.md
What is quorum replication?	Quorum replication requires reads and writes to contact enough replicas that the read and write sets overlap. A common rule is `R + W > N`, where N is replica count, W is write acknowledgments, and R is read responses.	system-design replication	Replication.md; general system-design knowledge
How does physical replication differ from logical replication?	Physical replication copies low-level storage or WAL changes so a replica closely mirrors the primary. Logical replication publishes row-level or table-level changes, allowing selective replication, CDC, and different downstream schemas.	system-design replication	Replication.md; Change Data Capture.md; general system-design knowledge
What should you specify when discussing cross-region replication?	State whether writes are single-region, active-active, synchronous, or asynchronous across regions. Synchronous cross-region replication protects recent writes but adds latency and failure coupling; asynchronous replication is faster but accepts lag and RPO risk.	system-design replication	Replication.md; general system-design knowledge
What is a JWT?	A JSON Web Token is a signed JSON token carrying claims such as issuer, subject, audience, expiration, and scopes. Services can validate it locally if they trust the issuer and have the right verification key.	system-design auth	JSON Web Token.md
How does a request with a JWT get authenticated and authorized?	The identity provider signs a token, the client sends it as a bearer credential, the gateway or service verifies the signature and claims, then authorization logic checks scopes or roles. Verification is not enough; claims must match the intended service and action.	system-design auth	JSON Web Token.md
Which JWT claims should a service validate before trusting a token?	Validate `iss`, `aud`, `exp`, `nbf`, signature, `kid`, subject, and scopes or roles. Many JWT bugs come from trusting a decoded payload without validating issuer, audience, expiration, and algorithm.	system-design auth	JSON Web Token.md
What is JWKS?	A JSON Web Key Set is a published set of public keys that services use to verify JWT signatures from a trusted issuer. Each JWT header usually includes a `kid` so the verifier can select the matching key.	system-design auth	JSON Web Key Set.md
How does a service use JWKS to verify a JWT?	The service reads the token header, extracts `kid`, fetches or uses cached JWKS from the issuer, finds the public key, verifies the signature, then validates claims and authorization. JWKS lets services verify tokens without sharing private keys.	system-design auth	JSON Web Key Set.md
How does JWKS support key rotation?	The issuer publishes old and new public keys at the same time, starts signing new tokens with the new key, and removes the old key after old tokens expire. Verifiers should cache JWKS but refresh when they see an unknown `kid`.	system-design auth	JSON Web Key Set.md; general system-design knowledge
What is an access token?	An access token is a short-lived credential used to call APIs for a subject and scope. It should have a limited audience, limited lifetime, and only enough permissions for the requested resource.	system-design auth	User Access Token.md; Session.md; general system-design knowledge
What is a refresh token?	A refresh token is a longer-lived credential used to obtain new access tokens without making the user log in again. Because it can extend a session, it needs stronger storage, rotation, revocation, and theft detection.	system-design auth	Session.md; High-Priority-System-Design.md; general system-design knowledge
How should access tokens and refresh tokens differ?	Access tokens should be short-lived, audience-bound, and sent to APIs; refresh tokens should be longer-lived, stored more carefully, and sent only to the auth server. Mixing the two increases blast radius when a token leaks.	system-design auth	Session.md; general system-design knowledge
What is a user access token?	A user access token represents an authenticated human user or delegated user context. It is used when the backend needs to know which user is acting and what that user is allowed to do.	system-design auth	User Access Token.md; general system-design knowledge
What is a service token?	A service token represents a machine, service, job, or integration rather than a human user. It should be scoped, short-lived when possible, auditable, and tied to least privilege.	system-design auth	Service Token.md; general system-design knowledge
How do user access tokens and service tokens differ?	User access tokens answer "which user is acting"; service tokens answer "which machine or workload is acting." A service may include user context in a request, but it should not pretend its own credentials are the user's credentials.	system-design auth	User Access Token.md; Service Token.md; general system-design knowledge
What is a server-side session?	A server-side session stores authenticated continuity on the server and gives the client a session identifier, usually in a cookie. The server looks up the session on each request to recover user ID, roles, expiration, and metadata.	system-design auth	Session.md
How does a JWT session differ from a server-side session?	A JWT session lets services validate signed claims without a central session lookup, which helps distributed systems. A server-side session is easier to revoke and mutate, but requires shared session storage or sticky routing.	system-design auth	Session.md; JSON Web Token.md
What is OAuth 2.0?	OAuth 2.0 is a delegated authorization framework where a client receives scoped access to a protected resource without handling the user's password. It is about access delegation, not complete login identity by itself.	system-design auth	OAuth.md; general system-design knowledge
How is OAuth 2.0 used in an authorization flow?	The user authorizes a client through an authorization server, the client receives an authorization code, exchanges it for tokens, and calls the resource server with an access token. In interviews, separate authorization server, client, resource server, and resource owner.	system-design auth	OAuth.md; general system-design knowledge
What is OpenID Connect?	OpenID Connect adds authentication and identity claims on top of OAuth 2.0. It introduces ID tokens and standard user identity semantics so clients can know who logged in.	system-design auth	OpenID Connect.md; OAuth.md; general system-design knowledge
How is OpenID Connect implemented in a login flow?	The client redirects the user to the identity provider, receives an authorization code, exchanges it for tokens, validates the ID token, creates an app session, and uses access tokens for API calls. The app must validate issuer, audience, nonce or state, expiration, and signature.	system-design auth	OpenID Connect.md; Session.md; JSON Web Token.md; general system-design knowledge
How do authentication and authorization differ?	Authentication answers who the actor is; authorization answers what that actor may do. System designs often authenticate at the edge but still authorize inside services or data access layers.	system-design auth	High-Priority-System-Design.md; general system-design knowledge
How should an API gateway handle authentication and authorization context?	The gateway can verify tokens, reject invalid requests, enforce broad policy, and pass trusted identity context downstream. Services must only trust that context from the gateway and should still enforce resource-specific authorization.	system-design auth	API Gateway.md; JSON Web Token.md
What is object storage?	Object storage stores immutable or whole-object blobs such as images, videos, backups, logs, documents, model artifacts, and data-lake files under keys in buckets. It is cheaper and more scalable than putting large blobs directly in a relational database.	system-design storage	Blob Storage.md
How can object storage handle large user uploads without routing file bytes through app servers?	The app creates metadata and asks object storage for a presigned upload URL, the client uploads directly to storage, and the app receives completion through callback, polling, or a finalize API. This keeps large file bytes off the application servers.	system-design storage	Blob Storage.md; High-Priority-System-Design.md; general system-design knowledge
How can object storage serve authorized downloads?	The app authorizes the user, then returns a presigned download URL, redirects through a CDN, or streams from storage when policy requires it. Presigned URLs should be scoped, short-lived, and tied to the intended object and method.	system-design storage	Blob Storage.md; general system-design knowledge
How should object storage keys be designed for application-owned files?	Use keys that encode tenant or domain, object type, stable ID, version, and sometimes date prefix, such as `tenant/123/videos/abc/original.mp4`. Avoid keys that leak sensitive data, create hot prefixes, or make lifecycle and cleanup hard.	system-design storage	Blob Storage.md; general system-design knowledge
What metadata should an application store for objects kept in object storage?	Store object key, owner, content type, size, checksum, upload state, visibility, created time, and derived asset links in a database. Object storage holds bytes; the database usually holds queryable application state.	system-design storage	Blob Storage.md; general system-design knowledge
What is SNS in AWS architectures?	SNS is a managed pub-sub notification service where publishers send messages to topics and SNS fans them out to subscribers. It is useful when one event should trigger multiple independent downstream paths.	system-design messaging	Amazon SNS.md
What is SQS in AWS architectures?	SQS is a managed durable queue where producers enqueue messages and consumers poll, process, and delete them. It buffers work, absorbs bursts, and lets workers scale independently from producers.	system-design messaging	Amazon SQS.md; general system-design knowledge
How are SNS and SQS used together for fanout with durable per-consumer queues?	Publish events to an SNS topic, subscribe one SQS queue per downstream consumer, and let each consumer process from its own durable queue. SNS gives fanout; SQS gives buffering, retries, and independent consumption.	system-design messaging	Amazon SNS.md; Amazon SQS.md
What is a Kafka topic?	A Kafka topic is a named logical stream of records. Producers write records to a topic, and consumers subscribe to that topic to process the records independently.	system-design kafka	Kafka.md
What is a Kafka partition?	A Kafka partition is an ordered append-only log that physically stores part of a topic. Partitions provide parallelism, storage scaling, and ordering within each partition.	system-design kafka	Kafka.md
How does Kafka choose a partition?	Kafka usually hashes the record key to select a partition, or distributes records without a key according to the producer's strategy. The key controls ordering locality and can also create hot partitions.	system-design kafka	Kafka.md
How can Kafka be used as a queue for asynchronous work?	A producer writes jobs or events to a topic, and a consumer group processes each partition so each record is handled by one consumer in the group. This is useful for asynchronous work, buffering bursts, and decoupling producer and worker scale.	system-design kafka	Kafka.md
How can Kafka be used as a replayable event stream?	Multiple independent consumer groups read the same topic at their own pace, keeping offsets and replaying records when needed. This fits analytics, projections, notifications, search indexing, and real-time aggregation.	system-design kafka	Kafka.md
What is a Kafka consumer group?	A consumer group is a set of consumers sharing work for a topic, with each partition assigned to at most one active consumer in the group. Adding consumers helps only until the group has at least as many consumers as partitions.	system-design kafka	Kafka.md
What is a Kafka offset?	A Kafka offset is a position in a partition's log. Consumers commit offsets to record progress, recover after crashes, and replay from earlier points when reprocessing is needed.	system-design kafka	Kafka.md
When should a Kafka consumer commit its offset relative to its side effect?	Commit after the side effect is safely completed if losing work is unacceptable. Committing before processing can skip work after a crash; committing after processing can replay work, so handlers need idempotency.	system-design kafka	Kafka.md; general system-design knowledge
What is Kafka Connect?	Kafka Connect is a framework for reusable source and sink connectors that move data between Kafka and external systems. It reduces custom glue code for databases, object storage, search indexes, warehouses, and SaaS systems.	system-design kafka	Kafka Connect.md
What is a dead letter queue?	A dead letter queue stores messages that failed processing after bounded retries. It prevents poison messages from blocking the main queue and gives operators a place to inspect, repair, or replay failures.	system-design messaging	Dead Letter Queue.md; general system-design knowledge
How should an event-processing system handle message-processing failures?	Use bounded retries, backoff with jitter, idempotent handlers, deduplication keys, DLQs, metrics, and replay tooling. The broker delivers messages; the application still owns correct side effects.	system-design messaging	High-Priority-System-Design.md; Dead Letter Queue.md; Kafka.md; general system-design knowledge
How does batch message processing differ from processing one message at a time?	Batching improves throughput by amortizing I/O, network, and commit overhead across many messages. It also increases per-message latency and complicates partial failures inside a batch.	system-design messaging	High-Priority-System-Design.md; general system-design knowledge
What broker bookkeeping affects whether message processing is lost, duplicated, retried, or blocked?	Track offsets, acknowledgments, delivery attempts, visibility timeouts or leases, consumer group assignments, retry counts, and dead-letter state. These records decide whether work is lost, duplicated, retried, or blocked.	system-design messaging	High-Priority-System-Design.md; Kafka.md; Dead Letter Queue.md; general system-design knowledge
What is a materialized view?	A materialized view is a physically stored result of a query or transformation. It speeds repeated reads of derived data, but refresh lag and refresh cost become part of the design.	system-design databases	Materialized View.md
How can a materialized view speed up a read-heavy query path?	Use a materialized view to precompute expensive joins, aggregations, rankings, dashboards, or read models. Refresh it on a schedule, on demand, or from events, depending on freshness requirements.	system-design databases	Materialized View.md; general system-design knowledge
How does a materialized view differ from a normal view?	A normal view is a stored query that runs when read; a materialized view stores the query result. The materialized view is faster to read but must be refreshed to stay current.	system-design databases	Materialized View.md
What is a circuit breaker?	A circuit breaker stops calling a failing dependency after failures cross a threshold, then periodically probes for recovery. It prevents slow or broken dependencies from consuming all caller resources.	system-design resilience	High-Priority-System-Design.md; general system-design knowledge
How should a circuit breaker interact with retries to protect a failing dependency?	Retries handle occasional failures, while the circuit breaker stops retries from hammering a dependency that is already failing. Pair both with timeouts, backoff, jitter, and fallback behavior.	system-design resilience	High-Priority-System-Design.md; general system-design knowledge
What are the golden signals of monitoring?	The golden signals are latency, traffic, errors, and saturation. Together they show user-visible slowness, demand, failure rate, and resource pressure.	system-design observability	Golden Signals of Monitoring.md
How are the golden signals used to monitor a production service?	Define metrics and alerts around request latency percentiles, request volume, error rate, and saturation of CPU, memory, queues, connections, or thread pools. They give a first operational picture before deeper logs and traces.	system-design observability	Golden Signals of Monitoring.md; general system-design knowledge
What is GeoDNS?	GeoDNS answers DNS queries differently based on user location, resolver location, latency policy, or health. It can steer users to nearby or healthy regions, but DNS caching means failover is not instant.	system-design routing	High-Priority-System-Design.md; general system-design knowledge
What is georouting?	Georouting sends users or requests to regions based on geography, latency, compliance, capacity, or failover policy. It may happen at DNS, CDN edge, global load balancer, application gateway, or data layer.	system-design routing	GeoRouting.md; general system-design knowledge
How do GeoDNS and georouting differ?	GeoDNS makes a routing decision during name resolution, while georouting is the broader policy of steering traffic geographically at any layer. GeoDNS is one implementation mechanism, not the whole strategy.	system-design routing	High-Priority-System-Design.md; GeoRouting.md; general system-design knowledge
What are the fallacies of distributed systems?	The fallacies are bad assumptions such as the network is reliable, latency is zero, bandwidth is infinite, the network is secure, topology does not change, and there is one administrator. They are reminders to design for partial failure and real networks.	system-design distributed-systems	Fallacies of Distributed Systems.md
How should the fallacies of distributed systems guide an interview design?	Use them as a checklist for timeouts, retries, backpressure, authentication, observability, idempotency, capacity limits, and failover. The point is not to recite them, but to avoid designs that assume perfect networks.	system-design distributed-systems	Fallacies of Distributed Systems.md; general system-design knowledge
What is compaction in log-structured systems?	Compaction rewrites storage to remove obsolete versions, deleted records, or redundant log entries. It keeps storage and reads manageable after an append-heavy system accumulates old data.	system-design storage	High-Priority-System-Design.md; general system-design knowledge
How does compaction work in Kafka topics or LSM-style storage engines?	In Kafka, log compaction can retain the latest value for each key so a topic can rebuild current state. In LSM-style databases, compaction merges sorted files and discards overwritten or deleted entries.	system-design storage	High-Priority-System-Design.md; Kafka.md; general system-design knowledge
