Front	Back	Tags	Source
Why is 3PC mostly a conceptual contrast in modern system design?	It reduces some 2PC blocking assumptions but is rarely used in practice; systems often prefer consensus-backed transactions, sagas, or local transactions with compensation.	system-design transactions	Three-Phase Commit.md
When is a saga better than a distributed transaction?	Use a saga when a cross-service business process can be modeled as local transactions plus compensating actions rather than requiring atomic all-or-nothing commit.	system-design sagas	System Design (Index).md
What is the main gotcha with sagas?	Compensation is not the same as rollback; teams must model irreversible side effects, user-visible intermediate states, retries, and idempotency.	system-design sagas	System Design (Index).md
When is distributed consensus necessary?	Use consensus for leader election, replicated metadata, locks, configuration, membership, or any decision where split authority is dangerous.	system-design consensus	Distributed Consensus.md
Why should consensus be kept off hot data paths when possible?	Consensus is coordination-heavy and slower than local decisions, so it should protect critical shared state rather than every high-volume operation.	system-design consensus	Distributed Consensus.md
What does leader election solve?	It selects exactly one coordinator for writes, scheduling, ownership, or cluster decisions, while requiring failover and fencing to prevent old leaders acting.	system-design consensus	Leader Election.md
Why are distributed locks subtle?	Clock skew, pauses, network partitions, expired leases, and delayed messages can make a process believe it owns a lock after another process has taken over.	system-design locks	System Design (Index).md
What problem does a fencing token solve?	A monotonically increasing fencing token lets the protected resource reject stale lock holders even if they resume after a pause or partition.	system-design locks	System Design (Index).md
What is split-brain?	Split-brain occurs when partitioned nodes or regions each believe they are authoritative, risking conflicting writes or duplicated leadership.	system-design distributed-systems	System Design (Index).md
When is quorum useful?	A quorum rule requires enough replicas or voters to overlap reads and writes or decisions, reducing stale reads and split decisions.	system-design quorum	Replication.md
What is the basic quorum overlap rule?	For N replicas, choose read quorum R and write quorum W so R plus W is greater than N, ensuring a read overlaps at least one acknowledged write replica.	system-design quorum	Replication.md
Why is clock skew dangerous in distributed systems?	It breaks assumptions about ordering, expiry, leases, last-write-wins conflict resolution, token validity, and timeout interpretation.	system-design distributed-systems	System Design (Index).md
Why is last-write-wins conflict resolution risky?	It can silently discard real concurrent writes, and clock skew can make the chosen "last" write not actually be last.	system-design replication	Replication.md
When is active-active architecture worth its conflict-handling cost?	Use active-active when multiple regions must serve traffic simultaneously for low latency or high availability and you can handle replication conflicts and traffic steering.	system-design high-availability	System Design (Index).md
When is active-passive architecture preferable?	Use active-passive when simpler failover, fewer write conflicts, and a standby environment meet the required RTO and RPO.	system-design high-availability	System Design (Index).md
How do RPO and RTO differ in disaster recovery?	RPO is maximum acceptable data loss measured in time; RTO is maximum acceptable time to restore service.	system-design disaster-recovery	System Design (Index).md
When does disaster recovery require more than backups?	When the business needs bounded RTO and RPO, you need tested restore procedures, replication, failover plans, runbooks, access, and periodic drills.	system-design disaster-recovery	System Design (Index).md
What problem does a circuit breaker prevent?	It stops calling a failing dependency temporarily so callers fail fast and the dependency gets time to recover, reducing cascading failures.	system-design resilience	System Design (Index).md
When is backpressure better than just adding queue capacity?	Use backpressure when downstream cannot keep up; unbounded queues only hide overload until memory, lag, or latency collapses.	system-design resilience	System Design (Index).md
What does a bulkhead isolate?	A bulkhead separates resources such as pools, queues, tenants, dependencies, or worker groups so one failure cannot exhaust the whole system.	system-design resilience	System Design (Index).md
When should graceful degradation be designed explicitly?	When partial results, cached data, read-only mode, or disabling noncritical features is better than total failure.	system-design resilience	System Design (Index).md
How should a timeout be chosen for a dependency call?	Set it below the caller's remaining latency budget and failure tolerance, with retry and fallback behavior that will not amplify load.	system-design resilience	System Design (Index).md
Why can missing timeouts take down a system?	Threads, sockets, connections, and queue slots wait indefinitely, exhausting resources and blocking unrelated work.	system-design resilience	System Design (Index).md
How should liveness and readiness checks differ?	Liveness asks whether the process should be restarted; readiness asks whether it should receive traffic right now.	system-design operations	System Design (Index).md
Why should liveness checks be narrow?	If liveness depends on slow external dependencies, transient dependency issues can trigger restart loops and make recovery worse.	system-design operations	System Design (Index).md
When should readiness checks fail?	Fail readiness during startup, shutdown, overloaded state, or required dependency outages so load balancers stop routing traffic to the instance.	system-design operations	System Design (Index).md
What makes a health check meaningful?	It should reflect whether the service can perform its operational role, not merely whether the process responds to ping.	system-design operations	System Design (Index).md
What is load shedding?	Load shedding intentionally rejects or drops lower-priority work to preserve capacity for critical requests during overload.	system-design overload	System Design (Index).md
How does admission control differ from load shedding?	Admission control decides whether to accept new work based on capacity or policy; load shedding is the act of rejecting or discarding work under pressure.	system-design overload	System Design (Index).md
When is brownout useful?	Use brownout to temporarily disable nonessential features, recommendations, expensive enrichment, or personalization so critical paths stay available.	system-design overload	System Design (Index).md
When is priority queueing useful?	Use priority queueing when constrained capacity should serve important work first, such as paid traffic, interactive requests, or incident operations.	system-design overload	System Design (Index).md
What is a retry storm?	A retry storm occurs when many clients retry failures at once and amplify load on an already struggling dependency.	system-design reliability	System Design (Index).md
How do you prevent a retry storm?	Use bounded retries, exponential backoff with jitter, retry budgets, idempotency, circuit breakers, client-side rate limits, and clear non-retryable errors.	system-design reliability	Backoff.md; Retry.md
What is graceful overload?	It is designing the system to slow, reject, prioritize, or degrade selectively instead of collapsing all request paths under excess load.	system-design overload	System Design (Index).md
What is a cascading failure?	A cascading failure happens when one component's failure causes dependent or neighboring components to exhaust resources or fail in turn.	system-design resilience	System Design (Index).md
Why should observability be designed before production incidents?	You can only debug from signals already emitted; missing logs, metrics, traces, IDs, and context during an incident cannot be reconstructed reliably.	system-design observability	Observability.md
When are logs the right observability signal?	Use logs for discrete events, narratives, high-cardinality context, audit trails, and debugging details, while protecting secrets and sensitive data.	system-design observability	System Design (Index).md
When are metrics better than logs?	Use metrics for numeric time series, alerting, dashboards, trends, capacity planning, and fast aggregate health checks.	system-design observability	System Design (Index).md
When is tracing essential?	Use tracing when one user action crosses many services, queues, or asynchronous boundaries and you need to locate latency or failure propagation.	system-design observability	System Design (Index).md
Why use OpenTelemetry?	OpenTelemetry standardizes instrumentation and collection for traces, metrics, and logs, reducing vendor lock-in across services and observability backends.	system-design observability	OpenTelemetry Protocol.md; opentelemetry.io
When should RED and USE be applied?	Use RED for request-driven services by tracking rate, errors, and duration; use USE for resources by tracking utilization, saturation, and errors.	system-design observability	RED Method.md; USE Method.md
What are the golden signals of monitoring?	Latency, traffic, errors, and saturation; together they expose user experience, demand, failure rate, and resource pressure.	system-design observability	Golden Signals of Monitoring.md
What belongs in a runbook?	A runbook should contain concrete detection, diagnosis, mitigation, rollback, escalation, and verification steps for a known operational situation.	system-design operations	System Design (Index).md
What makes a postmortem useful?	It records impact, timeline, contributing causes, detection gaps, mitigations, and follow-up work without stopping at blame or a single root cause.	system-design incidents	System Design (Index).md
Why does change management matter in system design?	It controls operational risk by shaping review, rollout, monitoring, approval, and rollback for changes that can affect production.	system-design operations	System Design (Index).md
When is blue-green deployment a good release strategy?	Use blue-green when you can afford duplicate environments and want fast traffic switch-over plus fast rollback at the environment level.	system-design deployments	System Design (Index).md
When is canary deployment better than blue-green?	Use canary when you want to expose a new version to a small slice of traffic, validate production signals, and expand gradually.	system-design deployments	System Design (Index).md
What can make canary deploys misleading?	A canary is weak if it lacks representative traffic, per-version metrics, automated rollback criteria, or enough volume to detect rare failures.	system-design deployments	System Design (Index).md
Why are feature flags more than release switches?	They separate deploy from release, support kill switches, experiments, gradual rollout, permissions, and fast rollback without redeploying.	system-design deployments	System Design (Index).md
What is the operational risk of feature flags?	Long-lived or overlapping flags create hidden states, testing complexity, stale code paths, and configuration risk unless owners and expiry are managed.	system-design deployments	System Design (Index).md
How do rollback strategies differ for code and data changes?	Code can often revert quickly; schema, data migrations, and side effects need backward-compatible plans, dual reads or writes, backups, and forward repair.	system-design deployments	System Design (Index).md
What problem does online schema migration solve?	It changes a live database schema while applications keep running, usually with backward-compatible deploy steps, backfills, and careful cutover.	system-design schema	System Design (Index).md
Why are backfills operationally risky?	Backfills can overload databases, create lag, interact with live writes, expose bugs at historical scale, and require idempotent restartable processing.	system-design schema	System Design (Index).md
Why are dual writes dangerous?	Writing the same logical change to two systems can leave them inconsistent if one write succeeds and the other fails or if rollback paths diverge.	system-design consistency	System Design (Index).md
When is a tombstone useful?	Use a tombstone to represent deletion while replication, compaction, caches, or downstream consumers still need to learn that the record was deleted.	system-design storage	System Design (Index).md
What does compaction do in log-structured systems?	Compaction rewrites storage segments to remove obsolete versions, deleted records, or redundant entries, reducing storage and improving read efficiency.	system-design storage	System Design (Index).md
What is the design tension in data retention?	Keep data long enough for product, audit, analytics, recovery, and legal needs, but delete or archive it to reduce privacy, security, cost, and compliance risk.	system-design privacy	System Design (Index).md
When does the right to be forgotten affect architecture?	It matters when personal data must be deleted from primary stores, replicas, caches, logs, backups, indexes, data lakes, and downstream processors.	system-design privacy	System Design (Index).md
How do authentication and authorization differ?	Authentication verifies identity; authorization decides what that identity or anonymous actor may do to a specific resource or action.	system-design security	Authentication.md; Authorization.md
Why should identity not be treated as permission?	Knowing who called does not answer what they may access; permissions depend on resource ownership, tenant, role, relationship, scope, and context.	system-design security	Authorization.md
When should OAuth 2.0 be used?	Use OAuth for delegated authorization where a client receives scoped access to protected resources without handling the resource owner's password.	system-design oauth	OAuth.md; ietf.org/rfc6749
Why is OAuth alone not the right mental model for login?	OAuth delegates access; OpenID Connect adds identity semantics, ID tokens, user claims, issuer, audience, and nonce validation for authentication.	system-design oidc	OpenID Connect.md; openid.net
What must be validated in an OIDC login flow?	Validate issuer, audience, signature, expiration, nonce or state as appropriate, and token source before trusting identity claims.	system-design oidc	OpenID Connect.md; openid.net
When is a JWT useful in distributed systems?	Use JWTs when services need stateless local verification of signed claims without calling the issuer on every request.	system-design jwt	JSON Web Token.md
What are the main JWT pitfalls?	Accepting wrong algorithms, skipping issuer or audience checks, long lifetimes, hard revocation, oversized tokens, stale embedded roles, and leaked bearer replay.	system-design jwt	JSON Web Token.md
Why does JWKS matter for key rotation?	JWKS publishes public verification keys with key IDs so verifiers can cache old and new keys during signing-key rotation.	system-design jwt	JSON Web Key Set.md
How should JWKS caching be handled during rotation?	Cache keys for performance, but refresh on unknown kid and allow old and new keys to overlap so valid tokens are not rejected during rotation.	system-design jwt	JSON Web Key Set.md
When is PASETO preferable to JWT?	Use PASETO when you control issuer and verifier and want a safer, less algorithm-confusing token format without needing the JWT ecosystem.	system-design security	Platform-Agnostic Security Token.md
When is mTLS appropriate?	Use mutual TLS when both client and server must prove certificate-backed identity, often for service-to-service or high-trust clients.	system-design mtls	Mutual TLS.md
Why is mTLS not a complete authorization model?	mTLS proves connection-level identity, but request-level permissions still need scopes, roles, policies, claims, or resource checks.	system-design mtls	Service-to-Service Authentication.md
When should service-to-service auth use token exchange?	Use token exchange when a user request crosses services and downstream services need a narrower token with actor, subject, audience, and scope instead of the raw user token.	system-design service-auth	Service-to-Service Authentication.md
How does M2M auth differ from S2S auth?	M2M covers any non-human actor such as jobs, devices, CI, SaaS integrations, or services; S2S is the backend-service subset.	system-design service-auth	Service-to-Service Authentication.md
When is RBAC a good authorization model?	Use role-based access control when permissions map cleanly to stable roles such as admin, billing-manager, viewer, or support-agent.	system-design authorization	Role-Based Access Control.md
When is ABAC better than RBAC?	Use attribute-based access control when decisions depend on dynamic subject, resource, action, or context attributes such as tenant, department, region, device, or classification.	system-design authorization	Attribute-Based Access Control.md
When is ReBAC a natural fit?	Use relationship-based access control for collaboration graphs, sharing, organizations, teams, folders, documents, and social permissions.	system-design authorization	Relationship-Based Access Control.md
When should row-level security be enforced in the database?	Use RLS when tenant or user boundaries must be enforced close to the data, especially when clients or many services query the same database.	system-design security	Row-Level Security.md
What is the main RLS testing risk?	Policy mistakes can silently hide required rows or expose forbidden rows, so tests must cover roles, tenants, ownership, inserts, updates, deletes, and bypass paths.	system-design security	Row-Level Security.md
When does CSRF matter?	CSRF matters for browser apps that use cookies or ambient credentials on state-changing requests; attackers can cause the browser to send authenticated requests.	system-design web-security	Cross-Site Request Forgery.md
Why is CORS not server-side authorization?	CORS controls which browser origins may read cross-origin responses; non-browser clients can still call the API, so authorization must be enforced on the server.	system-design web-security	Cross-Origin Resource Sharing.md
When should sessions be stored server-side?	Use server-side sessions when revocation, small cookies, centralized state, or mutable session metadata matter more than stateless token verification.	system-design sessions	Session.md
How should access tokens and refresh tokens differ?	Access tokens should be short-lived and scoped for API calls; refresh tokens are longer-lived credentials for minting new access tokens and require stronger storage and rotation.	system-design sessions	User Access Token.md; Refresh Token.md
When is WebAuthn the right authentication factor?	Use WebAuthn for phishing-resistant public-key authentication with passkeys or hardware keys, especially for high-risk accounts or passwordless login.	system-design webauthn	Web Authentication API.md; w3.org
What problem do certificate chains solve?	They link a leaf certificate through intermediates to a trusted root so clients can validate server identity without pre-sharing every server certificate.	system-design tls	Certificate Chain.md
What is a certificate authority trusted to do?	A CA signs certificates binding identities to public keys, enabling clients to trust that a server or entity controls the named identity.	system-design tls	Certificate Authority.md
When is SAML still relevant compared with OIDC?	SAML remains common in enterprise SSO with XML assertions and older identity-provider integrations, while OIDC is usually simpler for modern web and mobile apps.	system-design identity	Security Assertion Markdown Language.md
When should service tokens be preferred over shared API keys?	Use scoped, short-lived service tokens when machine credentials need audience, expiration, issuer, subject, rotation, and least-privilege enforcement.	system-design service-auth	Service Token.md
What should a threat model identify?	It should identify assets, attackers, entry points, trust boundaries, abuse cases, risks, mitigations, and residual assumptions.	system-design security	System Design (Index).md
Why is secrets management a system design concern?	Credentials need secure storage, access control, audit, rotation, injection into workloads, emergency revocation, and protection from logs and client bundles.	system-design security	System Design (Index).md
When is key rotation routine versus emergency?	Routine rotation limits long-term exposure; emergency rotation responds to suspected compromise and requires fast revocation plus dependent service updates.	system-design security	System Design (Index).md
What does least privilege prevent?	It limits blast radius by giving users, services, jobs, and tokens only the permissions needed for their task and no broad default access.	system-design security	System Design (Index).md
How do encryption at rest and in transit differ?	Encryption at rest protects stored disks, backups, snapshots, and objects; encryption in transit protects network traffic against reading or tampering.	system-design security	System Design (Index).md
When is serverless a good fit?	Use serverless for spiky, event-driven, HTTP, or background workloads where managed scaling and low operations matter more than execution limits and provider coupling.	system-design serverless	System Design (Index).md
What are common serverless gotchas?	Cold starts, time limits, concurrency limits, network access, observability, local testing, state management, and cloud-provider-specific APIs.	system-design serverless	System Design (Index).md
How do IaaS, PaaS, SaaS, and BaaS differ?	IaaS gives primitives you manage; PaaS runs apps with managed infrastructure; SaaS is a complete hosted application; BaaS provides managed backend capabilities to app developers.	system-design cloud	System Design (Index).md
When are Cloudflare Workers a good fit?	Use Workers for edge HTTP logic, middleware, lightweight APIs, streaming, auth, rewrites, and globally distributed code close to users.	system-design cloudflare	Cloudflare Workers.md; developers.cloudflare.com
When are Durable Objects a good fit?	Use Durable Objects when a named key needs single-object coordination, stateful WebSockets, per-room state, counters, or serialized logic at the edge.	system-design cloudflare	Cloudflare Durable Objects.md; developers.cloudflare.com
When is Cloudflare D1 a reasonable database choice?	Use D1 for serverless SQL workloads already near Workers, especially read-heavy or smaller relational apps that fit SQLite-like semantics and platform limits.	system-design cloudflare	Cloudflare D1.md; developers.cloudflare.com
When is Cloudflare R2 a better choice than D1?	Use R2 for large unstructured objects such as files, media, logs, backups, and data lake objects; D1 is relational SQL data.	system-design cloudflare	Cloudflare R2.md; developers.cloudflare.com
When is Google Cloud Run attractive?	Use Cloud Run when you want managed stateless containers behind HTTP or events without managing clusters, while keeping container portability.	system-design cloud	Google Cloud Run.md; docs.cloud.google.com
When is Amazon CloudFront the right AWS component?	Use CloudFront to cache and deliver HTTP content from edge locations, reduce origin load, terminate TLS, and apply edge policies.	system-design aws	Amazon CloudFront.md; docs.aws.amazon.com
When should AWS ALB be chosen over NLB?	Choose ALB for HTTP and HTTPS routing by host, path, headers, and targets; choose NLB for high-throughput L4 TCP, UDP, or TLS flows.	system-design aws	Amazon Application Load Balancer.md; Amazon Network Load Balancer.md; docs.aws.amazon.com
What is a VPC for in cloud design?	A VPC defines an isolated virtual network with subnets, routing, gateways, and security boundaries for cloud resources.	system-design cloud-networking	Virtual Private Cloud.md
When does VPC peering help?	Use VPC peering when resources in separate VPCs need private network connectivity without traversing the public internet, while managing routing and overlapping CIDR limits.	system-design cloud-networking	Virtual Private Cloud Peering.md
What is an internet gateway for?	It lets resources in a public subnet communicate with the internet, subject to routing tables, public IPs, network ACLs, and security groups.	system-design cloud-networking	System Design (Index).md
How do control plane and data plane differ?	The control plane configures and manages desired state; the data plane handles actual user or workload traffic on the hot path.	system-design architecture	Control Plane.md; Data Plane.md
Why are control-plane failures often high impact despite low traffic?	They can block deploys, scheduling, policy changes, failover, or recovery even if the data plane continues serving existing traffic.	system-design architecture	Control Plane.md
When is multi-tenancy worth the complexity?	Use multi-tenancy when one platform should serve many customers with shared infrastructure while isolating data, configuration, performance, and billing.	system-design multi-tenancy	System Design (Index).md
What does tenant isolation need to cover?	It must cover data access, identity, configuration, encryption keys, resource quotas, noisy neighbors, observability, backups, and administrative operations.	system-design multi-tenancy	System Design (Index).md
What is the noisy neighbor problem?	One tenant's workload consumes shared resources and harms latency, throughput, or availability for other tenants.	system-design multi-tenancy	System Design (Index).md
How can noisy neighbors be mitigated?	Use per-tenant quotas, rate limits, admission control, workload isolation, separate pools, priority scheduling, shard placement, and tenant-level monitoring.	system-design multi-tenancy	System Design (Index).md
When should autoscaling be paired with admission control?	Pair them when new capacity takes time or dependencies cannot scale with the app; otherwise autoscaling can increase pressure on databases, queues, or third-party services.	system-design capacity	System Design (Index).md
What should capacity planning include besides normal load?	Include peak load, burst shape, growth, dependency limits, failure scenarios, regional failover, headroom, cost, and latency targets.	system-design capacity	System Design (Index).md
When does batching improve throughput?	Batching helps when per-operation overhead dominates, such as network round trips, writes, serialization, compression, or producer sends.	system-design performance	System Design (Index).md
What is batching's main tradeoff?	It improves throughput by amortizing overhead but adds latency, memory pressure, larger failure units, and more complex retry behavior.	system-design performance	System Design (Index).md
When is a Bloom filter useful?	Use a Bloom filter to cheaply test set membership when false positives are acceptable but false negatives are not, such as avoiding unnecessary disk or network lookups.	system-design probabilistic	Bloom Filter.md
When is Count-Min Sketch useful?	Use Count-Min Sketch to estimate item frequencies with bounded overestimation when exact per-key counters would use too much memory.	system-design probabilistic	Count-Min Sketch.md
When is HyperLogLog useful?	Use HyperLogLog to estimate distinct counts with fixed small memory when exact cardinality is too expensive.	system-design probabilistic	HyperLogLog.md
Why should probabilistic data structures be used carefully in product logic?	Their errors are intentional, so they fit ranking, metrics, filtering, and estimation better than correctness-critical decisions.	system-design probabilistic	System Design (Index).md
