Front	Back	Tags	Source
When is RPC a better fit than REST?	RPC fits action-oriented service calls, strongly typed internal APIs, and workflows where calling a method is clearer than modeling resources.	networking rpc	Remote Procedure Call.md
Why can RPC feel easier inside microservices?	Service teams can define typed methods and messages directly, reducing ambiguity around resource shape and HTTP method semantics.	networking rpc	gRPC.md
What is gRPC best suited for?	gRPC is best for internal service-to-service APIs that benefit from typed contracts, Protobuf efficiency, HTTP/2 streaming, deadlines, and cancellation.	networking rpc	gRPC.md
Why is raw gRPC often awkward for public browser-facing APIs?	Browsers do not expose raw HTTP/2 framing for gRPC directly, tooling is less universal, and binary payloads are harder to inspect than JSON.	networking rpc	gRPC.md
What does Protobuf buy you over JSON?	Protobuf uses schemas and compact binary encoding, avoiding repeated field names and enabling strongly typed generated clients and servers.	networking rpc	Protobuf.md
What is the main tradeoff of Protobuf?	It is efficient and typed, but less human-readable and requires schema/code-generation discipline.	networking rpc	Protobuf.md
What problem does ConnectRPC solve relative to raw gRPC?	ConnectRPC keeps Protobuf contracts and gRPC compatibility while adding a browser-friendly, simpler HTTP-compatible protocol.	networking rpc	ConnectRPC.md
When should ConnectRPC be considered?	Consider it when you want Protobuf and RPC ergonomics but also want browser clients, JSON options, or lighter runtimes than official gRPC stacks.	networking rpc	ConnectRPC.md
What is polling?	Polling repeatedly asks a server whether new data or state changes are available.	networking realtime	Polling.md
When is polling a reasonable choice?	Polling is reasonable for infrequent updates, simple clients, low fanout, or when stale data for the polling interval is acceptable.	networking realtime	Polling.md
Why can short polling be wasteful?	Each request returns immediately, often with no new data, creating repeated overhead and delayed updates.	networking realtime	Short Polling.md
When is a webhook better than polling?	Use a webhook when an external system can push event notifications to your endpoint, reducing polling waste and delay.	networking webhooks	Webhook.md
What is the main reliability assumption with webhooks?	Webhooks are usually at-least-once, so receivers must verify signatures, respond quickly, and deduplicate by event ID.	networking webhooks	Webhook.md
Why should webhook handlers enqueue work and return quickly?	Providers often time out and retry; enqueueing after validation lets the endpoint return 2xx fast while processing happens asynchronously.	networking webhooks	Webhook.md
What security check should webhook receivers almost always perform?	Verify the provider's signature or HMAC so random callers cannot forge events to your endpoint.	networking webhooks	Webhook.md
Why should webhook consumers not rely on arrival order?	Retries and distributed delivery can reorder events, so consumers should use event IDs, timestamps, versions, or fetch current state.	networking webhooks	Webhook.md
When is SSE the right browser realtime primitive?	Use SSE when the server needs to push one-way text events to a browser over ordinary HTTP.	networking realtime	Server-Sent Event.md; developer.mozilla.org
What makes SSE simpler than WebSockets?	SSE is plain HTTP with text/event-stream, EventSource support, built-in reconnection, and event IDs.	networking realtime	Server-Sent Event.md; developer.mozilla.org
When should WebSockets be preferred over SSE?	Use WebSockets when clients need to send frequent messages back, binary frames, or full bidirectional low-latency communication.	networking realtime	WebSockets.md; rfc-editor.org
What is the main operational cost of WebSockets?	They are stateful long-lived connections, so servers and load balancers must manage connection state, scaling, failover, and reconnect behavior.	networking realtime	WebSockets.md
Why do WebSockets often need sticky sessions or shared state?	A connection is bound to one backend; if per-connection subscriptions or room membership live there, routing or failover must preserve or externalize that state.	networking realtime	WebSockets.md
What does the WebSocket HTTP upgrade do?	It starts as an HTTP request and switches protocols with 101 Switching Protocols, after which frames flow over the same TCP connection.	networking realtime	WebSockets.md; rfc-editor.org
What problem does WebRTC solve?	WebRTC enables browser-oriented real-time peer-to-peer audio, video, and data channels with NAT traversal and media handling.	networking realtime	WebRTC.md
When is WebRTC more appropriate than WebSockets?	Use WebRTC for peer-to-peer media or low-latency data channels; use WebSockets for simpler client-server bidirectional messaging.	networking realtime	WebRTC.md; WebSockets.md
What is WebTransport designed for?	WebTransport provides browser-accessible HTTP/3 and QUIC transport with reliable streams and unreliable datagrams.	networking realtime	WebTransport.md; developer.mozilla.org
When is WebTransport a better conceptual fit than WebSockets?	Use WebTransport for high-performance realtime apps needing QUIC benefits, independent streams, unreliable datagrams, or better network migration behavior.	networking realtime	WebTransport.md
Why is WebTransport not a universal WebSocket replacement yet?	Browser and infrastructure support are newer and less universal, while WebSockets remain widely deployed.	networking realtime	WebTransport.md; developer.mozilla.org
What is CORS actually enforcing?	CORS lets servers tell browsers which cross-origin scripts may read responses, relaxing the same-origin policy in controlled ways.	networking browser	Cross-Origin Resource Sharing.md; developer.mozilla.org
What common misconception about CORS causes bad fixes?	CORS is enforced by browsers, not by servers as general network access control; non-browser clients can still send requests unless authentication or network policy blocks them.	networking browser	Cross-Origin Resource Sharing.md; developer.mozilla.org
When does a CORS preflight happen?	A browser sends a preflight OPTIONS request when a cross-origin request uses non-simple methods, headers, or content types and needs permission before the real request.	networking browser	developer.mozilla.org
Why is Access-Control-Allow-Origin: * dangerous with sensitive APIs?	It may allow any website to read responses for non-credentialed requests, and with loose credential settings can expose data through browsers.	networking browser	developer.mozilla.org
What is a content delivery origin-versus-edge debugging question?	Ask whether the wrong response came from the origin or from an edge cache, because fixes differ between backend code and cache invalidation.	networking cdn	Content Delivery Network.md; Origin Server.md; Edge Server.md
What is BGP used for?	BGP exchanges routing and reachability information between autonomous systems, making it the core interdomain routing protocol of the internet.	networking routing	Networking (Index).md; rfc-editor.org
Why can BGP mistakes cause large outages?	A wrong route announcement can attract, blackhole, or misdirect traffic at internet scale.	networking routing	rfc-editor.org
What is an autonomous system in BGP reasoning?	An autonomous system is a network or group of networks under common routing policy, identified by an ASN.	networking routing	rfc-editor.org
What does a gateway usually represent?	A gateway is the next-hop node that provides access from one network or protocol environment to another.	networking routing	Networking (Index).md
How is a router different from a switch?	A router forwards packets between networks using IP routing; a switch forwards frames within a local network using link-layer information such as MAC addresses.	networking hardware	Networking Switch.md; Routing.md
What does a networking switch do?	A switch connects devices on a local network and forwards frames to the correct ports based on learned MAC addresses.	networking hardware	Networking Switch.md
When do you need a wireless access point rather than a router?	Use an AP to bridge wireless clients onto an existing wired network; routing may be handled by another device.	networking hardware	Wireless Access Point.md
What does a modem do?	A modem converts between the provider's access-network signal and data your local network equipment can use.	networking hardware	Networking (Index).md
What does a NIC provide?	A network interface card or virtual adapter connects a host to a network and gives the OS an interface for sending and receiving frames.	networking hardware	Network Interface Card.md
Why does Ethernet matter as a networking term?	Ethernet defines common wired LAN behavior, including frames, MAC addressing, and physical/link-layer operation.	networking hardware	Networking (Index).md
When is fiber optic networking valuable?	Fiber is valuable for long distance, high bandwidth, low electromagnetic interference, and data-center or backbone links.	networking hardware	Networking (Index).md
Where does InfiniBand commonly fit?	InfiniBand is used in data centers and high-performance computing where very high throughput and low latency matter.	networking datacenter	Networking (Index).md
What is a rack in data-center networking?	A rack is a standardized frame that holds servers, switches, power equipment, and cabling in a data center.	networking datacenter	Networking (Index).md
What is a top-of-rack switch for?	A ToR switch connects servers in a rack to the wider data-center network fabric.	networking datacenter	Networking (Index).md
How do leaf and spine switches differ?	Leaf switches connect servers or racks; spine switches connect leaf switches to provide predictable paths across the fabric.	networking datacenter	Networking (Index).md
What problem does a spine-leaf topology solve?	It gives data centers predictable low-latency east-west paths by connecting every leaf to every spine.	networking datacenter	Networking (Index).md
What is the scaling tradeoff of spine-leaf networks?	They scale cleanly by adding leaves or spines, but require more switch ports, cabling, and design discipline than simpler trees.	networking datacenter	Networking (Index).md
What is an ISP?	An internet service provider supplies access to the internet and often provides routing, addressing, DNS, and transit or last-mile connectivity.	networking internet	Internet Service Provider.md
What is traceroute useful for?	Traceroute shows the sequence of network hops toward a destination, helping locate routing path changes, delays, or failures.	networking tools	Networking (Index).md
What does traceroute not prove?	It does not prove the return path or application health, and intermediate routers may rate-limit or block diagnostic responses.	networking tools	Networking (Index).md
When is dig better than nslookup?	Use dig for detailed DNS troubleshooting, choosing specific resolvers, inspecting record types, TTLs, authority, and DNSSEC-related details.	networking tools	Networking (Index).md
When is nslookup still useful?	Use nslookup for quick, basic DNS checks on systems where it is readily available.	networking tools	Networking (Index).md
What is netcat useful for?	Netcat can open raw TCP or UDP connections, send data, test ports, and inspect simple protocol behavior.	networking tools	Networking (Index).md
What does tcpdump give you that logs often do not?	tcpdump captures packets on an interface, showing whether traffic actually arrived, left, or had expected headers and ports.	networking tools	Networking (Index).md
When is Wireshark better than tcpdump?	Use Wireshark when you need interactive packet inspection, protocol decoding, filtering, and visual analysis rather than quick command-line capture.	networking tools	Networking (Index).md
What is the first question to ask when a service is unreachable by name?	Determine whether DNS resolution fails, routing/connectivity fails, the port is closed, TLS fails, or the application returns an error.	networking diagnostics	Networking (Index).md
What does "connection refused" usually imply?	The host was reachable, but nothing was listening on that port or a host-level rule actively rejected the connection.	networking diagnostics	Networking (Index).md
What does a timeout usually imply in network debugging?	Packets or responses are not returning before the deadline, often due to routing, firewall drops, service overload, packet loss, or a blackholed dependency.	networking diagnostics	Networking (Index).md
How should you distinguish firewall drop from application failure?	Check whether packets reach the host and port with tools like tcpdump, netcat, logs, load balancer health checks, and firewall counters.	networking diagnostics	Networking (Index).md; Firewall.md
Why is packet capture useful near both client and server?	Comparing both sides reveals whether traffic left the client, reached the server, and whether replies were generated or lost on the return path.	networking diagnostics	Networking (Index).md
