Front	Back	Tags	Source
When is Umbra-like high-resolution SAR attractive?	Use high-resolution SAR when fine structure is needed in all-weather conditions and the team can handle SAR-specific artifacts and interpretation.	satellite providers	Umbra; Synthetic Aperture Radar.md
What role does NOAA play in satellite workflows?	NOAA operates weather, ocean, climate, and environmental observation programs, including operational weather satellites such as GOES.	satellite organizations	National Oceanic and Atmospheric Administration.md
How do NASA and USGS differ in the Landsat program?	NASA develops and launches Landsat satellites; USGS operates the ground system, archive, and data distribution for users.	satellite organizations	Landsat.md; United States Geological Survey.md; nasa.gov; usgs.gov
When would NGA or NRO appear in satellite system discussions?	NGA appears around geospatial intelligence and analysis; NRO appears around designing, launching, and operating U.S. reconnaissance satellites.	satellite organizations	National Geospatial-Intelligence Agency.md; National Reconnaissance Office.md
What is NAIP useful for compared with satellite imagery?	NAIP provides USDA aerial leaf-on imagery for the U.S., often higher resolution than public satellite imagery but not global and not as frequent.	satellite organizations	National Agriculture Imagery Program.md
Why did open Sentinel and Landsat data matter to the EO ecosystem?	Free, calibrated, repeatable public data lowered barriers for research, monitoring, products, validation, and commercial downstream services.	satellite missions	Sentinel.md; Landsat.md
When is commercial imagery worth paying for over open data?	Pay when you need finer resolution, faster tasking, higher revisit, lower latency, specialized sensors, priority collection, or licensing that fits the workflow.	satellite providers	Remote Sensing.md; Maxar.md; Planet Labs.md
When should you choose optical imagery over SAR?	Choose optical when color, spectral reflectance, vegetation indices, visual interpretation, or material signatures matter and clouds or darkness are manageable.	satellite sensor-choice	Remote Sensing.md; Synthetic Aperture Radar.md
When should you choose SAR over optical imagery?	Choose SAR when all-weather, day-night monitoring, flood detection, deformation, structure, moisture, or maritime targets matter more than natural-color imagery.	satellite sensor-choice	Synthetic Aperture Radar.md
When should you choose LiDAR over optical or SAR?	Choose LiDAR when direct 3D structure, canopy height, terrain elevation, or vertical profiles are central and coverage/cost constraints are acceptable.	satellite sensor-choice	Remote Sensing.md; Global Ecosystem Dynamics Investigation.md
When should you use thermal data rather than RGB, NIR, or SAR?	Use thermal when emitted heat is the signal of interest, such as fire intensity, urban heat, water temperature, or evapotranspiration.	satellite sensor-choice	Thermal Infrared.md
What is the first question to ask when selecting satellite imagery for a workflow?	Ask what physical signal you need to measure, then choose sensor, orbit, resolution, revisit, preprocessing level, and provider around that signal.	satellite workflow	Remote Sensing.md
Why can a beautiful satellite image still be analytically wrong?	It may be uncalibrated, misregistered, cloud contaminated, pan-sharpened, TOA instead of SR, distorted by terrain, or collected under incompatible geometry.	satellite workflow	Satellite Image Preprocessing.md
What failure mode does cloud cover create in time-series analysis?	Clouds create gaps and biased observations, so temporal products need masking, compositing, interpolation, or SAR alternatives.	satellite time-series	Remote Sensing.md; Cloud Masking.md
Why is seasonality a gotcha in change detection?	A field or forest can look different because of phenology, illumination, moisture, or atmosphere rather than real land-cover change.	satellite change-detection	Remote Sensing.md
When is a Level 2 product usually more useful than Level 1?	Use Level 2 when you need derived geophysical variables or corrected surface products; Level 1 is closer to calibrated sensor observations.	satellite data-levels	Remote Sensing.md
When is raw or near-raw imagery still useful?	Use it for urgent disaster or conflict response when speed matters more than full correction, while accepting lower geolocation and radiometric quality.	satellite data-levels	Remote Sensing.md
What does a Level 3 remote-sensing product usually add?	Level 3 maps variables onto a uniform space-time grid, often with mosaicking, aggregation, or gap handling for easier regional analysis.	satellite data-levels	Remote Sensing.md
Why are STAC and COG important in modern satellite workflows?	STAC standardizes discovery metadata and asset links; COGs let tools read only needed spatial windows and resolutions from cloud storage.	satellite cloud-native	Satellite.md; Satellite Image Preprocessing.md
When should you avoid downloading entire scenes?	Avoid it when a COG or tiled asset can serve only the AOI, bands, and resolution needed, reducing bandwidth, time, and storage.	satellite cloud-native	Satellite Image Preprocessing.md
